category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,كشف,1.0,0,450.0,2026-08-08,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-08-08,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-08,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-08-08,NA
Labs mojo,سونار,1.0,0,400.0,2026-08-08,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-08,NA
Labs mojo,اشعة,2.0,0,800.0,2026-08-08,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-08,NA
Clinic,كشف,1.0,0,450.0,2026-08-08,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-08-07,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-07,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-08-07,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-08-07,NA
Surgeries,تنظيف اسنان كلب صغير + تخدير,1.0,0,1200.0,2026-08-07,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-07,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-08-07,NA
Vaccinations,eva tri dogs,1.0,0,250.0,2026-08-06,NA
Grooming,قص أظافر ,1.0,0,150.0,2026-08-06,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-08-06,NA
Clinic,كشف,1.0,0,300.0,2026-08-06,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-06,NA
Grooming,باكيدج جروميج قطط ,1.0,0,600.0,2026-08-06,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-06,NA
Labs mojo,اشعة,1.0,0,400.0,2026-08-06,NA
Clinic,كشف,1.0,0,300.0,2026-08-06,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-06,NA
Labs External,Skin Scrapping,1.0,200,450.0,2026-08-06,NA
Clinic,كشف,1.0,0,300.0,2026-08-06,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-06,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-06,NA
Clinic,كشف,1.0,0,300.0,2026-08-06,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-08-06,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-08-06,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-06,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-08-06,NA
Clinic,كشف,1.0,0,300.0,2026-08-06,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-08-06,NA
Grooming,باكيدج جروميج قطط ,1.0,0,500.0,2026-08-06,NA
Clinic,كشف,1.0,0,300.0,2026-08-05,NA
Clinic,tips,1.0,0,50.0,2026-08-05,NA
Grooming,استحمام كلاب متوسطه ,1.0,0,350.0,2026-08-05,NA
Labs External,Fungal CULTURE & SENSITIVITY,2.0,600,1300.0,2026-08-05,NA
Clinic,كشف,1.0,0,300.0,2026-08-05,NA
Labs External,Nasal CULTURE & SENSITIVITY,1.0,200,450.0,2026-08-05,NA
Labs mojo,اشعة,1.0,0,400.0,2026-08-05,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-08-05,NA
Grooming,باكيدج جروميج قطط ,1.0,0,600.0,2026-08-05,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-08-05,NA
Labs mojo,سونار,1.0,0,400.0,2026-08-05,NA
Clinic,كشف,1.0,0,300.0,2026-08-05,NA
Clinic,تركيب كانولا,1.0,0,250.0,2026-08-05,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-05,NA
Clinic,كشف,1.0,0,300.0,2026-08-05,NA
Clinic,كشف,1.0,0,300.0,2026-08-04,NA
Vaccinations,eva tri dogs,2.0,0,400.0,2026-08-04,NA
Grooming,استحمام كلاب كبيره,2.0,0,800.0,2026-08-04,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-04,NA
Clinic,كشف,1.0,0,300.0,2026-08-04,NA
Grooming,قص أظافر ,3.0,0,150.0,2026-08-04,NA
