category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-06-26,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-26,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-06-26,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-06-26,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-06-26,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,450.0,2026-06-26,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-06-26,NA
Clinic,اعطاء علاجات,7.0,0.0,350.0,2026-06-26,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-06-26,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-06-26,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-06-25,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-06-25,NA
Surgeries,ولاده قيصريه قطط+استئصال رحم,1.0,0.0,4000.0,2026-06-25,NA
Clinic,كشف,1.0,0.0,600.0,2026-06-25,NA
Supplies,انتقالات,1.0,0.0,1100.0,2026-06-25,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-25,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-25,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-25,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-25,NA
Clinic,خدمة محاليل,1.0,0.0,150.0,2026-06-25,NA
Clinic,تركيب كانولا,1.0,0.0,100.0,2026-06-25,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-06-25,NA
Clinic,متابعه اشعه,1.0,0.0,200.0,2026-06-25,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-24,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-06-24,NA
Clinic,كشف,5.0,0.0,3000.0,2026-06-24,NA
Labs External,Lipase PANCREATIC SCAN,1.0,280.0,2000.0,2026-06-24,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-24,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-06-24,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-24,NA
Clinic,شهادة صحية,1.0,0.0,3000.0,2026-06-23,NA
Clinic,تصريح حجر,1.0,0.0,1000.0,2026-06-23,NA
Labs mojo,تتر سعار مصري,1.0,0.0,3000.0,2026-06-23,NA
Supplies,غيار علي الجرح,1.0,30.0,300.0,2026-06-23,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-23,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-06-23,NA
Grooming,حلاقة  قطط ,1.0,0.0,50.0,2026-06-22,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-06-22,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-06-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-22,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-22,NA
Clinic,كشف,1.0,0.0,600.0,2026-06-22,NA
Clinic,tips,1.0,0.0,50.0,2026-06-22,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-06-22,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-06-22,NA
Labs,blood parasities,1.0,0.0,450.0,2026-06-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-22,NA
Supplies,كولر,1.0,0.0,300.0,2026-06-22,NA
Supplies,غيار علي الجرح,4.0,120.0,200.0,2026-06-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-21,NA
Vaccinations,فطريات,1.0,0.0,650.0,2026-06-21,NA
Grooming,إستحمام طبى ,1.0,0.0,500.0,2026-06-21,NA
Vaccinations,فطريات,1.0,0.0,600.0,2026-06-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-21,NA
Supplies,انتقالات,1.0,0.0,550.0,2026-06-21,NA
Clinic,اعطاء علاجات,1.0,0.0,200.0,2026-06-21,NA
Grooming,تنظيف اذن,2.0,0.0,100.0,2026-06-21,NA
Clinic,اعطاء علاجات,1.0,0.0,150.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-20,NA
Vaccinations,s panacure,1.0,0.7,200.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-20,NA
Grooming,قص أظافر ,1.0,0.0,70.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-20,NA
Grooming,قص أظافر ,2.0,0.0,100.0,2026-06-20,NA
Supplies,كولر,1.0,0.0,300.0,2026-06-20,NA
Surgeries,تعقيم قطط ذكور,1.0,0.0,1000.0,2026-06-20,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,500.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-06-20,NA
Clinic,اعطاء علاجات,1.0,0.0,250.0,2026-06-20,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-06-20,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-20,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-06-20,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-06-20,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-06-20,NA
