category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,استحمام كلاب صغيرة,1.0,0.0,300.0,2026-07-10,NA
Grooming,تنظيف اذن,1.0,0.0,150.0,2026-07-10,NA
Clinic,كشف,1.0,0.0,300.0,2026-07-10,NA
Clinic,اعطاء علاجات,1.0,0.0,300.0,2026-07-10,NA
Labs,urine analysis,1.0,7.0,200.0,2026-07-10,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-07-10,NA
Surgeries,تركيب قسطره بالتخدير,1.0,0.0,1500.0,2026-07-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-07-10,NA
Labs External,Urine CULTURE & SENSITIVITY,1.0,200.0,400.0,2026-07-10,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-07-10,NA
Surgeries,عمليه صغرى,1.0,0.0,1000.0,2026-07-10,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-07-10,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-07-10,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,300.0,2026-07-10,NA
Labs,blood parasities,1.0,0.0,450.0,2026-07-10,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-07-10,NA
Clinic,كشف,1.0,0.0,300.0,2026-07-10,NA
Supplies,انتقالات,1.0,0.0,150.0,2026-07-10,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-07-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-07-10,NA
Clinic,كشف,1.0,0.0,450.0,2026-07-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-07-10,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-07-10,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-07-10,NA
Clinic,خدمة محاليل,1.0,0.0,150.0,2026-07-10,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-07-10,NA
Clinic,كشف,1.0,0.0,450.0,2026-07-09,NA
Grooming,حلاقة قطة زيرو,1.0,0.0,200.0,2026-07-09,NA
Grooming,استحمام قطط,1.0,0.0,250.0,2026-07-09,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-07-09,NA
Grooming,استحمام قطط,1.0,0.0,250.0,2026-07-09,NA
Clinic,كشف,1.0,0.0,300.0,2026-07-09,NA
Surgeries,تعقيم قطط اناث,1.0,0.0,2500.0,2026-07-09,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-07-09,NA
Clinic,كشف,1.0,0.0,300.0,2026-07-09,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-07-09,NA
Vaccinations,S Bravecto 20-40 KG,1.0,1299.0,2500.0,2026-07-09,40 KG
Vaccinations,eva tri dogs,4.0,0.0,1000.0,2026-07-09,NA
Vaccinations,eva tri dogs,1.0,0.0,250.0,2026-07-09,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-07-09,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-07-08,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-07-08,NA
Grooming,حلاقة  قطط ,1.0,0.0,250.0,2026-07-08,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-07-08,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-07-08,NA
Clinic,كشف,1.0,0.0,300.0,2026-07-08,NA
Clinic,تخدير,1.0,0.0,200.0,2026-07-08,NA
Clinic,اعطاء علاجات,1.0,0.0,200.0,2026-07-08,NA
Labs mojo,سواب ميكروسكوب,1.0,0.0,200.0,2026-07-08,NA
Clinic,كشف,1.0,0.0,300.0,2026-07-08,NA
Grooming,استحمام قطط,1.0,0.0,250.0,2026-07-08,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-07-08,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-07-08,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-07-08,NA
