category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,استحمام كلاب صغيرة,1.0,0,350.0,2026-07-04,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-07-04,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-07-04,NA
Clinic,كشف,1.0,0,450.0,2026-07-04,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-07-04,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-07-04,NA
Clinic,كشف,1.0,0,300.0,2026-07-04,NA
Clinic,اعطاء علاجات,6.0,0,300.0,2026-07-04,NA
Clinic,كشف,1.0,0,300.0,2026-07-04,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-07-04,NA
Clinic,كشف,1.0,0,150.0,2026-07-04,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-07-04,NA
Clinic,كشف,1.0,0,150.0,2026-07-04,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-07-04,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-07-04,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-07-04,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-07-04,NA
Grooming,باكديج جروميج كلاب ,1.0,0,500.0,2026-07-04,NA
Clinic,كشف,1.0,0,300.0,2026-07-04,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-07-04,NA
Clinic,كشف,1.0,0,300.0,2026-07-04,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-07-04,NA
Clinic,كشف,1.0,0,450.0,2026-07-04,NA
Clinic,اعطاء علاجات,1.0,0,200.0,2026-07-04,NA
Labs mojo,سونار,1.0,0,400.0,2026-07-04,NA
Clinic,كشف,1.0,0,300.0,2026-07-04,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-07-04,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-07-04,NA
Labs,blood parasities,1.0,0,450.0,2026-07-04,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-07-04,NA
Labs,urine analysis,1.0,7,200.0,2026-07-04,NA
Surgeries,تعقيم قطط اناث,1.0,0,3000.0,2026-07-04,NA
Labs,culture,1.0,0,400.0,2026-07-04,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-07-04,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-07-04,NA
Labs,blood parasities,1.0,0,350.0,2026-07-04,NA
Clinic,كشف,1.0,0,300.0,2026-07-04,NA
Grooming,حلاقة  قطط ,1.0,0,250.0,2026-07-04,NA
Grooming,قص أظافر ,2.0,0,100.0,2026-07-04,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-07-04,NA
Surgeries,حقن ميكروشيب ,1.0,0,850.0,2026-07-02,NA
Grooming,حلاقة  قطط ,1.0,0,350.0,2026-07-02,NA
Labs mojo,سونار,1.0,0,400.0,2026-07-02,NA
Clinic,كشف,1.0,0,600.0,2026-07-01,NA
Supplies,انتقالات,1.0,0,1100.0,2026-07-01,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-07-01,NA
Clinic,كشف,1.0,0,150.0,2026-07-01,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-07-01,NA
Clinic,كشف,1.0,0,300.0,2026-07-01,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-07-01,NA
Grooming,تنظيف غدة,1.0,0,50.0,2026-07-01,NA
Labs,urine analysis,1.0,7,200.0,2026-07-01,NA
Labs,culture,1.0,0,400.0,2026-07-01,NA
Surgeries,شراء وتركيب قسطره,1.0,0,1800.0,2026-07-01,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-07-01,NA
Grooming,قص أظافر ,1.0,0,70.0,2026-07-01,NA
Labs mojo,اشعة,1.0,0,400.0,2026-07-01,NA
Clinic,متابعه سونار,1.0,0,200.0,2026-07-01,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-07-01,NA
Clinic,فك غرز,1.0,0,200.0,2026-07-01,NA
Grooming,استحمام كلاب صغيرة,1.0,0,350.0,2026-07-01,NA
Grooming,تنظيف غدة,1.0,0,50.0,2026-07-01,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-06-30,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-06-30,NA
Clinic,كشف,1.0,0,600.0,2026-06-30,NA
Labs mojo,اشعة,2.0,0,800.0,2026-06-30,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-06-30,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-06-30,NA
Clinic,كشف,1.0,0,300.0,2026-06-30,NA
Clinic,كشف,1.0,0,300.0,2026-06-30,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-06-30,NA
Grooming,قص أظافر ,2.0,0,100.0,2026-06-30,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-06-30,NA
Clinic,كشف,1.0,0,600.0,2026-06-30,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-06-30,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-06-30,NA
Grooming,باكيدج جروميج قطط ,1.0,0,600.0,2026-06-30,NA
