category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,قص أظافر ,2.0,0.0,100.0,2026-06-20,NA
Supplies,كولر,1.0,0.0,300.0,2026-06-20,NA
Surgeries,تعقيم قطط ذكور,1.0,0.0,1000.0,2026-06-20,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,500.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-06-20,NA
Clinic,اعطاء علاجات,1.0,0.0,250.0,2026-06-20,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-06-20,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-20,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-06-20,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-06-20,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-06-20,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-19,NA
Clinic,اعطاء علاجات,1.0,0.0,100.0,2026-06-19,NA
Grooming,حلاقة  كلاب,1.0,0.0,300.0,2026-06-19,NA
Clinic,تخدير,1.0,0.0,150.0,2026-06-19,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,300.0,2026-06-19,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-06-19,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-19,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-19,NA
Labs mojo,اشعة,1.0,0.0,250.0,2026-06-19,NA
Surgeries,جبيرة كسر او خياطة,1.0,0.0,100.0,2026-06-19,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-19,NA
Labs,blood parasities,1.0,0.0,400.0,2026-06-19,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-06-19,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-06-19,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-19,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-19,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-06-19,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,300.0,2026-06-19,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,250.0,2026-06-18,NA
