category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,حلاقة  قطط ,1.0,0.0,250.0,2026-06-06,NA
Grooming,قص أظافر ,2.0,0.0,100.0,2026-06-06,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,300.0,2026-06-06,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-06-06,NA
Clinic,خدمة محاليل,2.0,0.0,300.0,2026-06-06,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-06,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-06,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-06-06,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-06-06,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-06-06,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-06,NA
Labs mojo,اختبار بارفو,1.0,0.0,900.0,2026-06-06,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-06,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-06-06,NA
Clinic,خدمة محاليل,1.0,0.0,150.0,2026-06-06,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-05,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-06-05,NA
Clinic,اعطاء علاجات,1.0,0.0,750.0,2026-06-05,NA
Labs External,Semen Analysis Male Fertility Scan,1.0,150.0,1300.0,2026-06-05,NA
Grooming,باكيدج جروميج قطط ,2.0,0.0,1000.0,2026-06-05,NA
Clinic,كشف,1.0,0.0,500.0,2026-06-05,NA
Surgeries,تعقيم قطط اناث,1.0,0.0,3000.0,2026-06-05,NA
Supplies,كولر,1.0,0.0,250.0,2026-06-05,NA
Clinic,كشف,1.0,0.0,500.0,2026-06-05,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-05,NA
Supplies,انتقالات,1.0,0.0,200.0,2026-06-05,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,600.0,2026-06-05,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-06-04,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-06-04,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-06-04,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-04,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-04,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-06-04,NA
Clinic,اعطاء علاجات,1.0,0.0,100.0,2026-06-04,NA
Grooming,قص أظافر ,2.0,0.0,140.0,2026-06-04,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-04,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-06-04,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-04,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-06-04,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-06-04,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-04,NA
Labs,culture,1.0,0.0,450.0,2026-06-04,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-06-04,NA
Surgeries,تعقيم قطط اناث,1.0,0.0,3000.0,2026-06-04,NA
Supplies,synoquin,28.0,840.0,1400.0,2026-06-03,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,500.0,2026-06-03,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-06-03,NA
Clinic,كشف,1.0,0.0,550.0,2026-06-03,NA
Grooming,تنظيف اذن,1.0,0.0,100.0,2026-06-03,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-03,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-06-03,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-03,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-03,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-06-03,NA
Clinic,متابعه اشعه,1.0,0.0,200.0,2026-06-03,NA
Clinic,كشف,1.0,0.0,450.0,2026-06-03,NA
Clinic,كشف,1.0,0.0,200.0,2026-06-03,NA
Clinic,كشف,1.0,0.0,300.0,2026-06-03,NA
Labs,blood parasities,1.0,0.0,450.0,2026-06-03,NA
