category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-08-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-22,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-22,NA
Vaccinations,s panacure,1.0,0.7,150.0,2026-08-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-22,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-21,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-08-21,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,450.0,2026-08-21,NA
Grooming,قص أظافر ,1.0,0.0,70.0,2026-08-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-08-21,NA
Grooming,حلاقة  كلاب,1.0,0.0,350.0,2026-08-21,NA
Grooming,حلاقة  كلاب,1.0,0.0,400.0,2026-08-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-08-21,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-08-21,NA
Surgeries,عمليه صغرى,1.0,0.0,1500.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-21,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-08-21,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-08-21,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-21,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-21,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-08-21,NA
Labs mojo,اشعة,1.0,0.0,600.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,450.0,2026-08-21,NA
Clinic,اعطاء علاجات,1.0,0.0,800.0,2026-08-21,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-08-21,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,450.0,2026-08-21,NA
Surgeries,foreign body,1.0,0.0,5000.0,2026-08-21,NA
Labs mojo,سونار,1.0,0.0,300.0,2026-08-21,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-08-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-21,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-08-21,NA
Labs mojo,اشعة,1.0,0.0,450.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,450.0,2026-08-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-08-21,NA
Clinic,اعطاء علاجات,1.0,0.0,800.0,2026-08-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-21,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,2.0,0.0,400.0,2026-08-21,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-08-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-19,NA
Surgeries,قسطره فقط,1.0,0.0,500.0,2026-08-19,NA
Grooming,استحمام كلاب كبيره,1.0,0.0,350.0,2026-08-19,NA
Surgeries,تركيب قسطره بالتخدير,1.0,0.0,1000.0,2026-08-19,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-08-19,NA
Supplies,كولر,1.0,0.0,250.0,2026-08-19,NA
Clinic,كشف,1.0,0.0,450.0,2026-08-19,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-19,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-08-19,NA
Supplies,كولر,1.0,0.0,250.0,2026-08-19,NA
