category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,كشف,1.0,0,300.0,2026-08-15,NA
Labs mojo,اشعة,1.0,0,400.0,2026-08-15,NA
Clinic,كشف,1.0,0,300.0,2026-08-15,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-15,NA
Clinic,اعطاء علاجات,1.0,0,240.0,2026-08-15,NA
Labs mojo,اشعة,1.0,0,400.0,2026-08-15,NA
Clinic,كشف,1.0,0,450.0,2026-08-15,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-15,NA
Grooming,باكيدج جروميج قطط ,1.0,0,500.0,2026-08-14,NA
Grooming,باكيدج جروميج قطط ,3.0,0,1500.0,2026-08-14,NA
Clinic,كشف,1.0,0,300.0,2026-08-14,NA
Clinic,tips,1.0,0,100.0,2026-08-14,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-08-14,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-14,NA
Clinic,كشف,1.0,0,300.0,2026-08-14,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-08-14,NA
Surgeries,GDV,1.0,0,4500.0,2026-08-13,NA
Grooming,باكديج جروميج كلاب ,2.0,0,1000.0,2026-08-13,NA
Grooming,استحمام كلاب صغيرة,1.0,0,200.0,2026-08-13,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-08-13,NA
Grooming,باكيدج جروميج قطط ,2.0,0,1200.0,2026-08-13,NA
Clinic,كشف,1.0,0,300.0,2026-08-13,NA
Clinic,euthanesia,1.0,0,1500.0,2026-08-13,NA
Labs mojo,اشعة,1.0,0,400.0,2026-08-13,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-13,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-08-13,NA
Labs mojo,سونار,1.0,0,400.0,2026-08-13,NA
Clinic,كشف,1.0,0,300.0,2026-08-13,NA
Surgeries,عمليه صغرى,1.0,0,2000.0,2026-08-12,NA
Labs mojo,اشعة,2.0,0,800.0,2026-08-12,NA
Clinic,كشف,1.0,0,450.0,2026-08-12,NA
Clinic,اعطاء علاجات,1.0,0,500.0,2026-08-12,NA
Surgeries,تعقيم قطط ذكور,1.0,0,1000.0,2026-08-12,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-08-12,NA
Surgeries,تنظيف اسنان قط + تخدير,1.0,0,1200.0,2026-08-12,NA
Surgeries,عمليه صغرى,1.0,0,800.0,2026-08-12,NA
Clinic,اعطاء علاجات,1.0,0,150.0,2026-08-12,NA
Supplies,انتقالات,1.0,0,1100.0,2026-08-12,NA
Grooming,استحمام قطط,2.0,0,600.0,2026-08-11,NA
Grooming,قص أظافر ,2.0,0,100.0,2026-08-11,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-08-11,NA
Clinic,كشف,1.0,0,300.0,2026-08-11,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-08-11,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-08-11,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-08-11,NA
Labs mojo,سونار,1.0,0,400.0,2026-08-11,NA
Grooming,قص أظافر ,1.0,0,120.0,2026-08-11,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-10,NA
Clinic,كشف,1.0,0,300.0,2026-08-10,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-10,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-08-10,NA
Supplies,انتقالات,2.0,0,300.0,2026-08-10,NA
Labs mojo,اشعة,1.0,0,600.0,2026-08-10,NA
Clinic,اعطاء علاجات,1.0,0,200.0,2026-08-10,NA
Grooming,قص أظافر ,3.0,0,150.0,2026-08-10,NA
Clinic,كشف,1.0,0,300.0,2026-08-10,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-10,NA
Labs,blood parasities,1.0,0,450.0,2026-08-09,NA
Clinic,اعطاء علاجات,1.0,0,800.0,2026-08-09,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-08-09,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-09,NA
Labs mojo,سونار,1.0,0,400.0,2026-08-09,NA
Clinic,كشف,2.0,0,900.0,2026-08-09,NA
Clinic,كشف,1.0,0,300.0,2026-08-08,NA
Clinic,كشف,1.0,0,300.0,2026-08-08,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-08,NA
Surgeries,تعقيم قطط ذكور,1.0,0,1000.0,2026-08-08,NA
Clinic,اعطاء علاجات,1.0,0,500.0,2026-08-08,NA
Grooming,استحمام كلاب كبيره,1.0,0,500.0,2026-08-08,NA
Clinic,كشف,1.0,0,300.0,2026-08-08,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-08-08,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-08-08,NA
Clinic,كشف,1.0,0,450.0,2026-08-08,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-08-08,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-08-08,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-08-08,NA
Labs mojo,سونار,1.0,0,400.0,2026-08-08,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-08,NA
Labs mojo,اشعة,2.0,0,800.0,2026-08-08,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-08-08,NA
Clinic,كشف,1.0,0,450.0,2026-08-08,NA
