category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,اعطاء علاجات,3.0,0,150.0,2026-09-11,NA
Clinic,كشف,1.0,0,300.0,2026-09-11,NA
Labs,urine analysis,1.0,7,250.0,2026-09-11,NA
Labs,culture,1.0,0,450.0,2026-09-11,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-09-11,NA
Clinic,كشف,1.0,0,300.0,2026-09-11,NA
Labs mojo,سونار,1.0,0,400.0,2026-09-11,NA
Grooming,قص أظافر ,1.0,0,70.0,2026-09-11,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-09-11,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-09-11,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-09-11,NA
Surgeries,تعقيم قطط اناث,1.0,0,2000.0,2026-09-11,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-09-11,NA
Clinic,كشف,1.0,0,300.0,2026-09-11,NA
Labs External,Skin Scrapping,1.0,200,400.0,2026-09-11,NA
Labs External,Ear CULTURE & SENSITIVITY,1.0,200,400.0,2026-09-11,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-09-10,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-09-10,NA
Labs mojo,سونار,1.0,0,400.0,2026-09-10,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-09-10,NA
Clinic,كشف,1.0,0,300.0,2026-09-10,NA
Clinic,اعطاء علاجات,1.0,0,300.0,2026-09-10,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-09-10,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-09-10,NA
Labs mojo,اختبار بارفو,1.0,0,950.0,2026-09-10,NA
Supplies,انتقالات,1.0,0,200.0,2026-09-09,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-09-09,NA
Grooming,حلاقة  كلاب,1.0,0,250.0,2026-09-09,NA
Grooming,تنظيف اذن,2.0,0,100.0,2026-09-09,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-09-09,NA
Clinic,كشف,1.0,0,300.0,2026-09-09,NA
Grooming,حلاقة  كلاب,1.0,0,450.0,2026-09-09,NA
Clinic,tips,1.0,0,100.0,2026-09-09,NA
